epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,47240.1,0.67813,0.43966,1.51858,0.79924,0.80705,0.84987,0.70323,0.66133,0.43512,1.58793,0.00552025,0.00552025,0.00552025
183,47498.1,0.6782,0.4382,1.52112,0.79577,0.81145,0.84984,0.70379,0.66097,0.43487,1.58739,0.0054955,0.0054955,0.0054955
184,47756,0.67864,0.43945,1.5164,0.79847,0.80978,0.85016,0.70389,0.66077,0.4347,1.58715,0.00547075,0.00547075,0.00547075
185,48013.7,0.67615,0.43659,1.51625,0.79847,0.81076,0.85037,0.70408,0.66068,0.43451,1.58705,0.005446,0.005446,0.005446
186,48271.7,0.67458,0.43582,1.51352,0.79891,0.80946,0.8505,0.70433,0.66043,0.43428,1.58705,0.00542125,0.00542125,0.00542125
187,48530,0.67511,0.43506,1.51427,0.7982,0.81137,0.85052,0.70451,0.66028,0.43384,1.58718,0.0053965,0.0053965,0.0053965
188,48789,0.67075,0.43238,1.51344,0.79812,0.81296,0.85074,0.70474,0.65999,0.43358,1.58724,0.00537175,0.00537175,0.00537175
189,49047.1,0.67258,0.43237,1.51042,0.7954,0.81745,0.8505,0.70468,0.65997,0.43352,1.58709,0.005347,0.005347,0.005347
190,49297.6,0.6727,0.43274,1.50805,0.79638,0.81426,0.85033,0.70431,0.65976,0.43345,1.58669,0.00532225,0.00532225,0.00532225
191,49548,0.6731,0.43325,1.50985,0.79626,0.81641,0.85042,0.7044,0.6595,0.43334,1.58647,0.0052975,0.0052975,0.0052975
192,49798.9,0.67522,0.43428,1.5096,0.79775,0.81495,0.85029,0.70455,0.65919,0.43306,1.58603,0.00527275,0.00527275,0.00527275
193,50049.3,0.6706,0.43176,1.51077,0.79723,0.8143,0.85005,0.70471,0.65888,0.4327,1.58601,0.005248,0.005248,0.005248
194,50299.9,0.67068,0.43134,1.51279,0.7978,0.81462,0.85013,0.70487,0.65869,0.43253,1.58587,0.00522325,0.00522325,0.00522325
195,50557.8,0.67111,0.43133,1.5117,0.79899,0.81322,0.84999,0.70464,0.65848,0.4322,1.58575,0.0051985,0.0051985,0.0051985
196,50808.2,0.66794,0.42846,1.50657,0.80022,0.81243,0.84967,0.70432,0.65826,0.43213,1.58577,0.00517375,0.00517375,0.00517375
197,51058.9,0.66785,0.42826,1.50608,0.80139,0.81061,0.84955,0.70448,0.65824,0.43188,1.58548,0.005149,0.005149,0.005149
198,51309.3,0.66994,0.42843,1.51434,0.80004,0.8133,0.84959,0.70424,0.65804,0.43177,1.58563,0.00512425,0.00512425,0.00512425
199,51559.6,0.67306,0.43416,1.50574,0.79807,0.81435,0.84945,0.70448,0.65806,0.43179,1.58479,0.0050995,0.0050995,0.0050995
200,51810.2,0.66953,0.42962,1.51083,0.79812,0.81554,0.8495,0.70477,0.65795,0.43162,1.58446,0.00507475,0.00507475,0.00507475
201,52061,0.67067,0.43178,1.50907,0.79784,0.81787,0.84963,0.70479,0.65773,0.43146,1.58412,0.00505,0.00505,0.00505
202,52311.6,0.67275,0.43159,1.51109,0.79695,0.8177,0.84972,0.70454,0.6577,0.43147,1.58384,0.00502525,0.00502525,0.00502525
203,52563.2,0.6697,0.42744,1.50106,0.79556,0.81792,0.84984,0.70493,0.65741,0.43103,1.58381,0.0050005,0.0050005,0.0050005
204,52821.3,0.66782,0.42716,1.50975,0.79654,0.8179,0.84992,0.70521,0.6574,0.43072,1.5836,0.00497575,0.00497575,0.00497575
205,53080,0.66695,0.42962,1.50529,0.79799,0.81729,0.84983,0.70524,0.65719,0.43072,1.58299,0.004951,0.004951,0.004951
206,53338.4,0.6652,0.42461,1.50433,0.79859,0.81702,0.85005,0.70534,0.65714,0.43071,1.583,0.00492625,0.00492625,0.00492625
207,53596.7,0.6648,0.42459,1.51346,0.80018,0.81668,0.85023,0.70576,0.657,0.43046,1.58315,0.0049015,0.0049015,0.0049015
208,53855.5,0.66818,0.42576,1.50854,0.79845,0.81874,0.85012,0.70544,0.65677,0.43009,1.583,0.00487675,0.00487675,0.00487675
209,54106.2,0.66409,0.42191,1.5112,0.80006,0.81796,0.8501,0.7051,0.65655,0.43,1.58282,0.004852,0.004852,0.004852
210,54357.3,0.66823,0.42937,1.49992,0.80073,0.81881,0.85028,0.70561,0.65631,0.42987,1.58243,0.00482725,0.00482725,0.00482725
211,54609.1,0.66225,0.42183,1.50144,0.80104,0.81852,0.85025,0.70573,0.65612,0.42952,1.5825,0.0048025,0.0048025,0.0048025
212,54859.7,0.65821,0.41948,1.50734,0.80078,0.81827,0.85013,0.70563,0.6558,0.42934,1.58253,0.00477775,0.00477775,0.00477775
213,55110.7,0.65956,0.42185,1.50449,0.80175,0.81716,0.85019,0.70578,0.65577,0.42942,1.58237,0.004753,0.004753,0.004753
214,55369.1,0.66163,0.42124,1.50061,0.80109,0.81848,0.85008,0.7056,0.65558,0.4292,1.58218,0.00472825,0.00472825,0.00472825
215,55619.7,0.66057,0.41902,1.49873,0.80106,0.81859,0.85006,0.70565,0.6554,0.42886,1.58195,0.0047035,0.0047035,0.0047035
216,55870.5,0.66119,0.42043,1.50211,0.80242,0.81764,0.85005,0.70572,0.65506,0.42841,1.58206,0.00467875,0.00467875,0.00467875
217,56121.5,0.65735,0.41735,1.50552,0.80172,0.81774,0.85017,0.70577,0.65482,0.42823,1.58176,0.004654,0.004654,0.004654
218,56372.3,0.65982,0.41787,1.50341,0.80272,0.81797,0.85012,0.70585,0.65467,0.42811,1.5816,0.00462925,0.00462925,0.00462925
219,56630.7,0.66065,0.41829,1.49934,0.80828,0.81507,0.85019,0.70584,0.65429,0.42773,1.58135,0.0046045,0.0046045,0.0046045
220,56889,0.66001,0.41826,1.50406,0.80129,0.81875,0.85019,0.70657,0.65402,0.42749,1.58155,0.00457975,0.00457975,0.00457975
221,57147.1,0.65791,0.41632,1.50487,0.80521,0.81712,0.84999,0.7059,0.65369,0.42725,1.58143,0.004555,0.004555,0.004555
222,57398.5,0.65562,0.41373,1.49883,0.80597,0.81633,0.84995,0.70599,0.65367,0.42707,1.5814,0.00453025,0.00453025,0.00453025
223,57649.6,0.65725,0.41728,1.491,0.80752,0.81451,0.84997,0.7063,0.65342,0.42704,1.58137,0.0045055,0.0045055,0.0045055
224,57900.6,0.65767,0.41645,1.4952,0.807,0.81455,0.85009,0.70661,0.65308,0.42676,1.58125,0.00448075,0.00448075,0.00448075
225,58158.7,0.65597,0.4147,1.49289,0.80508,0.81517,0.84994,0.7063,0.65265,0.42678,1.58105,0.004456,0.004456,0.004456
226,58409.4,0.65747,0.4167,1.50083,0.80388,0.81682,0.84969,0.70608,0.65256,0.42682,1.58056,0.00443125,0.00443125,0.00443125
227,58660.3,0.65274,0.41346,1.49261,0.80406,0.8178,0.84958,0.70612,0.65228,0.42667,1.58038,0.0044065,0.0044065,0.0044065
228,58911,0.65461,0.41091,1.50358,0.80292,0.81963,0.84958,0.70616,0.65203,0.42658,1.58072,0.00438175,0.00438175,0.00438175
229,59161.7,0.65583,0.41448,1.49651,0.80466,0.81866,0.84949,0.70593,0.65182,0.42647,1.5806,0.004357,0.004357,0.004357
230,59412.7,0.65333,0.4149,1.48552,0.80474,0.81791,0.84951,0.70617,0.65183,0.42646,1.58009,0.00433225,0.00433225,0.00433225
231,59663.4,0.65177,0.41047,1.49523,0.80425,0.81854,0.84939,0.70593,0.65159,0.42631,1.58012,0.0043075,0.0043075,0.0043075
232,59913.8,0.64977,0.40918,1.49383,0.80384,0.81865,0.84958,0.70599,0.65137,0.426,1.57992,0.00428275,0.00428275,0.00428275
233,60164.8,0.65321,0.41213,1.49633,0.80589,0.81797,0.84961,0.70601,0.65113,0.42587,1.57997,0.004258,0.004258,0.004258
234,60415.2,0.65333,0.41225,1.48508,0.80236,0.81993,0.84958,0.70608,0.65106,0.42595,1.57957,0.00423325,0.00423325,0.00423325
235,60667.9,0.65,0.4081,1.49335,0.79911,0.82157,0.8493,0.70611,0.65087,0.42586,1.57974,0.0042085,0.0042085,0.0042085
236,60918.9,0.65133,0.41006,1.48871,0.79923,0.82066,0.84937,0.70645,0.6506,0.42572,1.57961,0.00418375,0.00418375,0.00418375
237,61170.3,0.64837,0.40823,1.4864,0.80273,0.81867,0.84928,0.70616,0.65055,0.42559,1.57911,0.004159,0.004159,0.004159
238,61420.7,0.64919,0.40559,1.49067,0.80686,0.81684,0.84949,0.70645,0.65061,0.42552,1.57935,0.00413425,0.00413425,0.00413425
239,61671.4,0.64792,0.40429,1.49621,0.80453,0.8189,0.8493,0.70634,0.65023,0.42517,1.57938,0.0041095,0.0041095,0.0041095
240,61921.9,0.64669,0.40417,1.49,0.80206,0.81817,0.84911,0.70623,0.64996,0.42516,1.5796,0.00408475,0.00408475,0.00408475
241,62172.4,0.64823,0.40685,1.48421,0.80241,0.82022,0.84905,0.70605,0.64992,0.42505,1.57937,0.00406,0.00406,0.00406
242,62423.2,0.64249,0.4007,1.48941,0.80303,0.82051,0.84887,0.70623,0.64973,0.42521,1.57921,0.00403525,0.00403525,0.00403525
243,62673.6,0.64472,0.40326,1.48865,0.80261,0.82157,0.84887,0.70637,0.64954,0.42506,1.57924,0.0040105,0.0040105,0.0040105
244,62924.4,0.64691,0.40534,1.48715,0.80324,0.82057,0.84885,0.70663,0.64916,0.42479,1.57926,0.00398575,0.00398575,0.00398575
245,63175.1,0.64594,0.4037,1.48139,0.80396,0.82039,0.84881,0.70684,0.649,0.42504,1.57933,0.003961,0.003961,0.003961
246,63433,0.64634,0.40524,1.48787,0.80289,0.82118,0.84861,0.70689,0.649,0.42515,1.57909,0.00393625,0.00393625,0.00393625
247,63691.1,0.6425,0.39958,1.48649,0.80304,0.8233,0.84875,0.70719,0.64878,0.42505,1.57914,0.0039115,0.0039115,0.0039115
248,63949.4,0.64414,0.40213,1.48647,0.80207,0.82342,0.84859,0.70679,0.64864,0.42533,1.57901,0.00388675,0.00388675,0.00388675
249,64200,0.64601,0.40613,1.48582,0.79781,0.82586,0.84863,0.70681,0.64849,0.42508,1.57831,0.003862,0.003862,0.003862
250,64450.5,0.64362,0.40192,1.48509,0.79999,0.8248,0.84856,0.70721,0.64835,0.4252,1.57843,0.00383725,0.00383725,0.00383725
251,64708.8,0.64167,0.39921,1.48451,0.79942,0.82531,0.84868,0.70717,0.64813,0.42505,1.57842,0.0038125,0.0038125,0.0038125
252,64959.5,0.64126,0.39838,1.48335,0.79766,0.82618,0.84883,0.70751,0.64813,0.42501,1.57849,0.00378775,0.00378775,0.00378775
253,65218.8,0.63909,0.39639,1.48555,0.80136,0.82349,0.84877,0.70737,0.64794,0.42483,1.57849,0.003763,0.003763,0.003763
254,65470.1,0.63786,0.39638,1.47873,0.80232,0.82278,0.84858,0.7073,0.64779,0.42487,1.57883,0.00373825,0.00373825,0.00373825
255,65721.4,0.64223,0.40036,1.48179,0.80667,0.81692,0.84859,0.70735,0.64757,0.42491,1.57883,0.0037135,0.0037135,0.0037135
256,65972,0.64193,0.39897,1.47979,0.80734,0.81567,0.84851,0.70721,0.64746,0.42512,1.57875,0.00368875,0.00368875,0.00368875
257,66222.6,0.63989,0.39664,1.48615,0.80312,0.8206,0.84802,0.70701,0.6474,0.4251,1.57874,0.003664,0.003664,0.003664
258,66472.9,0.6362,0.39395,1.48019,0.80762,0.81653,0.84822,0.70678,0.64723,0.42501,1.57862,0.00363925,0.00363925,0.00363925
259,66723.1,0.63908,0.39736,1.48169,0.80769,0.81633,0.84809,0.70724,0.64723,0.42533,1.57823,0.0036145,0.0036145,0.0036145
260,66973.6,0.64152,0.39917,1.4791,0.80986,0.81513,0.84798,0.70732,0.64726,0.4253,1.57772,0.00358975,0.00358975,0.00358975
261,67224.1,0.63842,0.39695,1.47987,0.80824,0.81636,0.84779,0.70712,0.64714,0.4254,1.57739,0.003565,0.003565,0.003565
262,67474.4,0.63647,0.39394,1.4852,0.80645,0.81748,0.84761,0.70695,0.64712,0.42545,1.5775,0.00354025,0.00354025,0.00354025
263,67725,0.63769,0.39331,1.47867,0.80203,0.82015,0.84732,0.70699,0.64704,0.4254,1.57733,0.0035155,0.0035155,0.0035155
264,67975.6,0.63583,0.39354,1.47101,0.79808,0.82439,0.847,0.70687,0.64701,0.42569,1.57719,0.00349075,0.00349075,0.00349075
265,68226.7,0.63754,0.3956,1.47833,0.79673,0.82664,0.84704,0.70724,0.64707,0.42602,1.57698,0.003466,0.003466,0.003466
266,68477.6,0.64134,0.39971,1.48126,0.79707,0.82541,0.84681,0.7069,0.64717,0.42615,1.57643,0.00344125,0.00344125,0.00344125
267,68728.3,0.63638,0.39489,1.47941,0.79911,0.82418,0.84675,0.70681,0.64717,0.42639,1.57628,0.0034165,0.0034165,0.0034165
268,68979.1,0.63509,0.39158,1.47319,0.80038,0.82312,0.847,0.70682,0.64717,0.42671,1.57606,0.00339175,0.00339175,0.00339175
269,69230.7,0.6349,0.39007,1.47308,0.80696,0.81606,0.84684,0.70688,0.64717,0.42691,1.57615,0.003367,0.003367,0.003367
270,69481,0.63383,0.39065,1.4794,0.80634,0.81643,0.8465,0.70637,0.64722,0.42687,1.57623,0.00334225,0.00334225,0.00334225
271,69731.4,0.63336,0.39007,1.47567,0.80645,0.81576,0.84643,0.70627,0.64706,0.42659,1.57662,0.0033175,0.0033175,0.0033175
272,69982,0.63102,0.38973,1.46861,0.80779,0.8141,0.84619,0.70605,0.64707,0.42675,1.57642,0.00329275,0.00329275,0.00329275
273,70232.5,0.63154,0.3874,1.47049,0.80777,0.81397,0.84608,0.70594,0.64704,0.42665,1.57661,0.003268,0.003268,0.003268
274,70483,0.631,0.38858,1.47132,0.80705,0.81412,0.84584,0.70606,0.64703,0.42694,1.57644,0.00324325,0.00324325,0.00324325
275,70733.5,0.62914,0.38535,1.47522,0.80663,0.8146,0.84532,0.70556,0.64691,0.42693,1.57647,0.0032185,0.0032185,0.0032185
276,70984,0.62762,0.38708,1.4669,0.80679,0.81422,0.8452,0.70564,0.64692,0.4269,1.57666,0.00319375,0.00319375,0.00319375
277,71234.4,0.62884,0.38781,1.4695,0.80685,0.81431,0.845,0.70509,0.64697,0.42703,1.57675,0.003169,0.003169,0.003169
278,71484.8,0.63024,0.38944,1.46668,0.80201,0.81853,0.84489,0.70487,0.64707,0.42716,1.57636,0.00314425,0.00314425,0.00314425
279,71735,0.63259,0.39016,1.47326,0.79796,0.82307,0.84452,0.70457,0.64714,0.42713,1.57595,0.0031195,0.0031195,0.0031195
280,71985.6,0.62975,0.38818,1.46688,0.79666,0.82388,0.8443,0.70427,0.64716,0.42706,1.57592,0.00309475,0.00309475,0.00309475
281,72236.1,0.62896,0.38614,1.47549,0.79652,0.82465,0.84425,0.70397,0.64739,0.42748,1.57572,0.00307,0.00307,0.00307
282,72486.7,0.62871,0.38609,1.46567,0.79555,0.8251,0.84394,0.70395,0.64757,0.42769,1.5755,0.00304525,0.00304525,0.00304525
283,72737.3,0.62825,0.38508,1.46825,0.79353,0.82837,0.8437,0.70395,0.6474,0.42729,1.57574,0.0030205,0.0030205,0.0030205
284,72987.5,0.62737,0.38481,1.46923,0.78735,0.83443,0.84367,0.70378,0.64727,0.42729,1.57594,0.00299575,0.00299575,0.00299575
285,73238.2,0.62663,0.38344,1.46935,0.78582,0.83586,0.84324,0.70382,0.64725,0.42753,1.57593,0.002971,0.002971,0.002971
286,73488.8,0.62315,0.3795,1.4679,0.78631,0.83555,0.84329,0.70411,0.64729,0.42723,1.57624,0.00294625,0.00294625,0.00294625
287,73739.7,0.61887,0.37656,1.46246,0.78888,0.83308,0.84318,0.7041,0.64732,0.42718,1.57648,0.0029215,0.0029215,0.0029215
288,73990.8,0.62116,0.37838,1.4592,0.78938,0.83136,0.84291,0.70372,0.64731,0.42726,1.57663,0.00289675,0.00289675,0.00289675
289,74242.4,0.62112,0.37834,1.46498,0.78796,0.83323,0.84241,0.70362,0.64702,0.42729,1.57683,0.002872,0.002872,0.002872
290,74492.9,0.62054,0.37688,1.45995,0.78873,0.83242,0.84196,0.70334,0.64696,0.42738,1.57678,0.00284725,0.00284725,0.00284725
291,74743.4,0.62004,0.37526,1.46765,0.78914,0.83114,0.84209,0.70341,0.64701,0.42725,1.57687,0.0028225,0.0028225,0.0028225
292,74994.2,0.61695,0.37432,1.46254,0.7913,0.82937,0.84227,0.70363,0.64704,0.42695,1.57723,0.00279775,0.00279775,0.00279775
293,75244.8,0.62026,0.37726,1.46164,0.79162,0.82947,0.84202,0.7032,0.64714,0.42708,1.57731,0.002773,0.002773,0.002773
294,75495.2,0.61998,0.37797,1.45697,0.78805,0.83219,0.84192,0.70319,0.64708,0.4272,1.57744,0.00274825,0.00274825,0.00274825
295,75745.5,0.62138,0.3783,1.46152,0.78963,0.83099,0.84183,0.70308,0.64704,0.42731,1.57731,0.0027235,0.0027235,0.0027235
296,75995.7,0.61908,0.37776,1.45547,0.78903,0.83345,0.84196,0.70317,0.64706,0.42744,1.57707,0.00269875,0.00269875,0.00269875
297,76245.8,0.61857,0.37465,1.45891,0.78949,0.83472,0.8416,0.703,0.64714,0.42749,1.57705,0.002674,0.002674,0.002674
298,76496.2,0.61942,0.37577,1.45369,0.7918,0.83145,0.84157,0.703,0.64727,0.42757,1.57681,0.00264925,0.00264925,0.00264925
299,76746.5,0.61625,0.37266,1.46297,0.79216,0.82984,0.84131,0.70288,0.64742,0.42722,1.57679,0.0026245,0.0026245,0.0026245
300,76996.9,0.6152,0.36993,1.45752,0.79332,0.82907,0.84123,0.70292,0.64745,0.42728,1.57681,0.00259975,0.00259975,0.00259975
301,77247.4,0.61634,0.37416,1.45363,0.79382,0.82871,0.8411,0.70282,0.64759,0.42751,1.5766,0.002575,0.002575,0.002575
302,77497.6,0.61844,0.37431,1.4497,0.79328,0.82949,0.841,0.70254,0.6477,0.42757,1.57628,0.00255025,0.00255025,0.00255025
303,77747.9,0.61497,0.36968,1.45976,0.79281,0.82849,0.84087,0.70249,0.6478,0.4275,1.57635,0.0025255,0.0025255,0.0025255
304,77998.1,0.61239,0.36928,1.45152,0.79114,0.83042,0.84067,0.70261,0.64786,0.428,1.57616,0.00250075,0.00250075,0.00250075
305,78248.8,0.61233,0.36896,1.44831,0.78806,0.83258,0.84053,0.7025,0.64787,0.42814,1.57625,0.002476,0.002476,0.002476
306,78499.3,0.61049,0.36867,1.4524,0.78972,0.83305,0.84027,0.70243,0.64801,0.42825,1.57638,0.00245125,0.00245125,0.00245125
307,78749.8,0.61232,0.37002,1.44974,0.78914,0.83329,0.84008,0.70233,0.64807,0.42837,1.57635,0.0024265,0.0024265,0.0024265
308,79000.2,0.6132,0.36983,1.44915,0.78875,0.83197,0.83969,0.7018,0.64811,0.42882,1.57629,0.00240175,0.00240175,0.00240175
309,79250.5,0.61306,0.36889,1.44952,0.79098,0.8292,0.83938,0.70169,0.64818,0.42905,1.57625,0.002377,0.002377,0.002377
310,79500.8,0.60935,0.36695,1.4438,0.79183,0.82817,0.83897,0.70149,0.64821,0.42933,1.57626,0.00235225,0.00235225,0.00235225
311,79751.3,0.61069,0.36807,1.44806,0.79479,0.82666,0.83887,0.7013,0.6482,0.42944,1.57623,0.0023275,0.0023275,0.0023275
312,80001.5,0.60951,0.3668,1.4486,0.79743,0.82258,0.83844,0.70137,0.64815,0.42974,1.57638,0.00230275,0.00230275,0.00230275
313,80251.8,0.60797,0.36428,1.44445,0.79768,0.82257,0.83835,0.70098,0.6483,0.43012,1.57653,0.002278,0.002278,0.002278
314,80502.1,0.60641,0.36376,1.44997,0.799,0.82001,0.83799,0.70086,0.64824,0.43045,1.5767,0.00225325,0.00225325,0.00225325
315,80752.9,0.60646,0.36384,1.44306,0.79808,0.81924,0.83795,0.70098,0.64824,0.43058,1.57689,0.0022285,0.0022285,0.0022285
316,81003.4,0.60717,0.36492,1.44106,0.7972,0.82025,0.83766,0.70073,0.64829,0.43083,1.57686,0.00220375,0.00220375,0.00220375
317,81255.4,0.60542,0.36366,1.43873,0.79832,0.81905,0.83718,0.70051,0.64841,0.43132,1.57711,0.002179,0.002179,0.002179
318,81505.8,0.60621,0.36318,1.44768,0.79858,0.81885,0.83701,0.70037,0.64837,0.43158,1.57721,0.00215425,0.00215425,0.00215425
319,81756,0.60656,0.36377,1.44005,0.79486,0.82156,0.83655,0.70017,0.64845,0.43202,1.57738,0.0021295,0.0021295,0.0021295
320,82006.6,0.60453,0.36083,1.43952,0.79805,0.81971,0.83634,0.69987,0.64836,0.43205,1.57749,0.00210475,0.00210475,0.00210475
321,82256.7,0.60679,0.36479,1.44428,0.80038,0.81807,0.8362,0.69966,0.64831,0.43245,1.57762,0.00208,0.00208,0.00208
322,82506.9,0.60661,0.36409,1.44007,0.79908,0.8197,0.83625,0.69972,0.64851,0.43247,1.57786,0.00205525,0.00205525,0.00205525
323,82757.4,0.60426,0.363,1.43392,0.79754,0.82026,0.83578,0.69921,0.64833,0.43289,1.57819,0.0020305,0.0020305,0.0020305
324,83007.7,0.6032,0.36218,1.43736,0.79771,0.8194,0.83561,0.69945,0.64825,0.43294,1.57854,0.00200575,0.00200575,0.00200575
325,83258.1,0.60448,0.36229,1.44268,0.79327,0.82434,0.83549,0.69928,0.64818,0.43331,1.57867,0.001981,0.001981,0.001981
326,83508.7,0.59977,0.35838,1.43857,0.79106,0.82529,0.83524,0.69915,0.64807,0.43343,1.57874,0.00195625,0.00195625,0.00195625
327,83758.9,0.60105,0.35748,1.43902,0.79359,0.82293,0.83497,0.69885,0.6479,0.43352,1.5792,0.0019315,0.0019315,0.0019315
328,84009.2,0.6008,0.35766,1.43118,0.79058,0.82712,0.83494,0.69859,0.64788,0.43349,1.57954,0.00190675,0.00190675,0.00190675
329,84259.6,0.59909,0.3584,1.43121,0.79366,0.82232,0.83495,0.6988,0.64798,0.43378,1.57983,0.001882,0.001882,0.001882
330,84509.8,0.59887,0.35793,1.43057,0.78974,0.82718,0.83467,0.69841,0.64773,0.43373,1.57994,0.00185725,0.00185725,0.00185725
331,84760.2,0.59812,0.35673,1.43068,0.79213,0.82497,0.8344,0.69864,0.64782,0.4339,1.58043,0.0018325,0.0018325,0.0018325
332,85010.8,0.59859,0.35751,1.43363,0.79389,0.82065,0.83396,0.69828,0.64759,0.43382,1.58109,0.00180775,0.00180775,0.00180775
333,85261.1,0.59639,0.35475,1.43718,0.79006,0.8243,0.83407,0.69802,0.64768,0.43384,1.5814,0.001783,0.001783,0.001783
334,85511.4,0.59847,0.35499,1.43068,0.7915,0.82215,0.83374,0.69794,0.64766,0.434,1.58192,0.00175825,0.00175825,0.00175825
335,85762.2,0.59807,0.35722,1.42418,0.79117,0.82142,0.83347,0.69759,0.64769,0.43423,1.58213,0.0017335,0.0017335,0.0017335
336,86012.6,0.59854,0.35617,1.43356,0.79122,0.82075,0.83314,0.69743,0.64765,0.43424,1.58256,0.00170875,0.00170875,0.00170875
337,86263,0.59656,0.3559,1.42741,0.79326,0.81958,0.83304,0.69732,0.64761,0.4345,1.58277,0.001684,0.001684,0.001684
338,86513.5,0.59506,0.3546,1.42671,0.79348,0.81933,0.83284,0.69725,0.64778,0.43476,1.58287,0.00165925,0.00165925,0.00165925
339,86763.8,0.59497,0.35446,1.42808,0.79474,0.81847,0.83249,0.6966,0.6478,0.43503,1.58312,0.0016345,0.0016345,0.0016345
340,87014.1,0.59426,0.3538,1.42417,0.79337,0.81965,0.83225,0.69666,0.64771,0.43496,1.58344,0.00160975,0.00160975,0.00160975
341,87264.5,0.59505,0.35335,1.42573,0.79373,0.81888,0.83149,0.69616,0.64771,0.43512,1.58389,0.001585,0.001585,0.001585
342,87514.9,0.59225,0.35087,1.42287,0.79256,0.82005,0.83138,0.69577,0.64776,0.43514,1.58415,0.00156025,0.00156025,0.00156025
343,87765.5,0.59296,0.35283,1.42233,0.79252,0.8202,0.83097,0.69548,0.64763,0.43524,1.58431,0.0015355,0.0015355,0.0015355
344,88016.2,0.59179,0.34997,1.42361,0.7919,0.81945,0.8309,0.69529,0.64764,0.43554,1.58495,0.00151075,0.00151075,0.00151075
345,88266.3,0.5922,0.35092,1.42583,0.79212,0.81912,0.83058,0.69495,0.64775,0.43588,1.58549,0.001486,0.001486,0.001486
346,88516.7,0.58954,0.34906,1.42194,0.79019,0.82159,0.83042,0.69478,0.64766,0.43623,1.58596,0.00146125,0.00146125,0.00146125
347,88767,0.58922,0.34784,1.41881,0.79016,0.82283,0.83031,0.69497,0.64763,0.43654,1.5863,0.0014365,0.0014365,0.0014365
348,89017.4,0.58904,0.3486,1.41938,0.7893,0.82328,0.83007,0.69485,0.64756,0.43653,1.58667,0.00141175,0.00141175,0.00141175
349,89268.3,0.58655,0.34625,1.41581,0.78563,0.82568,0.82982,0.69447,0.64766,0.43693,1.58703,0.001387,0.001387,0.001387
350,89518.5,0.586,0.34522,1.41817,0.78502,0.82627,0.82984,0.69456,0.64759,0.43723,1.58741,0.00136225,0.00136225,0.00136225
351,89768.9,0.58495,0.3426,1.41711,0.78516,0.82613,0.82939,0.6942,0.64764,0.4374,1.58793,0.0013375,0.0013375,0.0013375
352,90019.3,0.58501,0.34428,1.41205,0.78494,0.82549,0.82918,0.69404,0.64759,0.43763,1.58839,0.00131275,0.00131275,0.00131275
