epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
361,33945.3,0.68756,0.45154,1.54294,0.80128,0.76206,0.81709,0.66515,0.68513,0.46426,1.63869,0.00109,0.00109,0.00109
362,34038.4,0.68219,0.44764,1.53759,0.80405,0.76093,0.81683,0.66499,0.68525,0.46445,1.63867,0.00106525,0.00106525,0.00106525
363,34131.3,0.68472,0.44976,1.53133,0.80473,0.75998,0.81667,0.66496,0.68532,0.46442,1.63883,0.0010405,0.0010405,0.0010405
364,34224.4,0.68581,0.44834,1.53932,0.80509,0.75976,0.81674,0.66471,0.6854,0.46445,1.63889,0.00101575,0.00101575,0.00101575
365,34317.1,0.68081,0.44635,1.53281,0.80542,0.75958,0.81647,0.66487,0.68534,0.46445,1.63893,0.000991,0.000991,0.000991
366,34409.9,0.68044,0.44435,1.53485,0.8017,0.76282,0.81636,0.66466,0.68543,0.46442,1.63889,0.00096625,0.00096625,0.00096625
367,34502.8,0.68097,0.44708,1.53975,0.80195,0.76239,0.81625,0.66476,0.68553,0.46474,1.63912,0.0009415,0.0009415,0.0009415
368,34595.6,0.68029,0.44517,1.53354,0.8004,0.76357,0.81556,0.66425,0.68543,0.46475,1.63938,0.00091675,0.00091675,0.00091675
369,34688.6,0.6818,0.4444,1.5395,0.80068,0.76288,0.81503,0.66369,0.68549,0.46491,1.6397,0.000892,0.000892,0.000892
370,34781.6,0.67963,0.44725,1.53945,0.80086,0.76307,0.81482,0.66357,0.68541,0.46512,1.63996,0.00086725,0.00086725,0.00086725
371,34874.5,0.6824,0.44529,1.53803,0.799,0.76378,0.8147,0.66343,0.68534,0.4651,1.64006,0.0008425,0.0008425,0.0008425
372,34967.8,0.68137,0.44496,1.53731,0.79951,0.76367,0.81454,0.66338,0.68507,0.46516,1.6404,0.00081775,0.00081775,0.00081775
373,35060.9,0.68031,0.44304,1.53896,0.79862,0.76545,0.81465,0.66319,0.68489,0.46516,1.6404,0.000793,0.000793,0.000793
374,35154,0.67735,0.44166,1.53188,0.7981,0.76662,0.8148,0.66353,0.68487,0.4652,1.64005,0.00076825,0.00076825,0.00076825
375,35248.6,0.67904,0.4432,1.53127,0.79844,0.76728,0.81431,0.66332,0.68493,0.46537,1.64016,0.0007435,0.0007435,0.0007435
376,35341.5,0.67981,0.44342,1.53402,0.798,0.76899,0.81407,0.66342,0.68499,0.46563,1.64052,0.00071875,0.00071875,0.00071875
377,35434.7,0.67824,0.44162,1.53703,0.79587,0.77092,0.81418,0.66324,0.68491,0.46581,1.64048,0.000694,0.000694,0.000694
378,35527.7,0.67821,0.44007,1.53362,0.79501,0.77184,0.81419,0.66334,0.68483,0.46569,1.64046,0.00066925,0.00066925,0.00066925
379,35620.8,0.67545,0.43917,1.52946,0.79609,0.76956,0.81411,0.66369,0.68474,0.46579,1.64027,0.0006445,0.0006445,0.0006445
380,35713.8,0.67445,0.4377,1.53518,0.79467,0.77084,0.81392,0.66347,0.68474,0.46611,1.64054,0.00061975,0.00061975,0.00061975
381,35806.8,0.67754,0.43975,1.5303,0.79474,0.769,0.81392,0.66327,0.6848,0.46625,1.64077,0.000595,0.000595,0.000595
382,35899.8,0.67553,0.43936,1.5309,0.79552,0.76847,0.81391,0.6634,0.68486,0.46634,1.64093,0.00057025,0.00057025,0.00057025
383,35992.9,0.67428,0.43845,1.53419,0.79501,0.76924,0.81393,0.66335,0.68483,0.46642,1.64105,0.0005455,0.0005455,0.0005455
384,36086.1,0.67447,0.43742,1.53264,0.79724,0.76762,0.8142,0.6639,0.68478,0.46661,1.64106,0.00052075,0.00052075,0.00052075
385,36179.2,0.67419,0.43715,1.52777,0.79777,0.76798,0.81422,0.66357,0.68478,0.46654,1.64123,0.000496,0.000496,0.000496
386,36272.2,0.67383,0.4382,1.52633,0.79758,0.76736,0.81398,0.66372,0.68469,0.46657,1.64134,0.00047125,0.00047125,0.00047125
387,36368.4,0.67392,0.43752,1.52723,0.79906,0.76694,0.81403,0.66339,0.68471,0.46667,1.64162,0.0004465,0.0004465,0.0004465
388,36461.4,0.67327,0.43711,1.52837,0.79789,0.76855,0.81399,0.66334,0.68456,0.4666,1.64173,0.00042175,0.00042175,0.00042175
389,36554.7,0.67619,0.43755,1.52137,0.79826,0.76842,0.81392,0.66327,0.68445,0.46666,1.64193,0.000397,0.000397,0.000397
390,36647.7,0.67157,0.43479,1.5285,0.79632,0.77038,0.81373,0.66278,0.6845,0.46678,1.64236,0.00037225,0.00037225,0.00037225
391,36739.8,0.65275,0.41247,1.5652,0.79621,0.77057,0.81332,0.6628,0.68445,0.46678,1.64261,0.0003475,0.0003475,0.0003475
392,36836.4,0.64328,0.40203,1.56227,0.79586,0.77169,0.81313,0.66247,0.68434,0.46682,1.64252,0.00032275,0.00032275,0.00032275
393,36926.9,0.64216,0.40034,1.55589,0.79532,0.77238,0.81321,0.66337,0.68397,0.46665,1.64211,0.000298,0.000298,0.000298
394,37017.3,0.64036,0.39642,1.55731,0.79473,0.77136,0.8129,0.66304,0.68392,0.46669,1.64248,0.00027325,0.00027325,0.00027325
395,37107.9,0.64145,0.39731,1.5598,0.79516,0.77005,0.81282,0.66302,0.6837,0.46677,1.64244,0.0002485,0.0002485,0.0002485
396,37198.4,0.6385,0.3949,1.55486,0.79565,0.76927,0.81274,0.6633,0.68343,0.46673,1.64236,0.00022375,0.00022375,0.00022375
397,37288.8,0.63925,0.39555,1.55702,0.79557,0.76876,0.81293,0.66333,0.68322,0.46659,1.64193,0.000199,0.000199,0.000199
398,37379.3,0.6374,0.39277,1.55511,0.79651,0.76647,0.81277,0.66337,0.68303,0.46653,1.64204,0.00017425,0.00017425,0.00017425
399,37469.8,0.63663,0.39303,1.55313,0.7965,0.76616,0.81289,0.66326,0.68289,0.46653,1.64214,0.0001495,0.0001495,0.0001495
400,37560.5,0.63596,0.39232,1.55351,0.79764,0.76569,0.81297,0.66332,0.68291,0.46653,1.64219,0.00012475,0.00012475,0.00012475
