epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,16394.9,0.75977,0.53198,1.60093,0.77162,0.76771,0.80151,0.64308,0.71148,0.48622,1.65897,0.00571825,0.00571825,0.00571825
175,16488.9,0.75228,0.52498,1.5915,0.77151,0.76785,0.80126,0.64334,0.71112,0.48606,1.65889,0.0056935,0.0056935,0.0056935
176,16582.9,0.75417,0.52867,1.60039,0.77104,0.76847,0.80141,0.64367,0.71073,0.48571,1.65879,0.00566875,0.00566875,0.00566875
177,16677.1,0.75525,0.52927,1.59249,0.77024,0.76952,0.80189,0.6439,0.71047,0.4854,1.65849,0.005644,0.005644,0.005644
178,16771.2,0.75634,0.5288,1.59039,0.76883,0.76989,0.80216,0.64418,0.7102,0.48508,1.65829,0.00561925,0.00561925,0.00561925
179,16865.3,0.75537,0.52844,1.59054,0.7696,0.77035,0.8023,0.64432,0.70993,0.48487,1.65803,0.0055945,0.0055945,0.0055945
180,16959.6,0.7562,0.52765,1.59398,0.77017,0.77066,0.8023,0.64433,0.70971,0.48467,1.65765,0.00556975,0.00556975,0.00556975
181,17053.5,0.75311,0.52582,1.58862,0.76981,0.76966,0.80251,0.64453,0.70948,0.48453,1.65728,0.005545,0.005545,0.005545
182,17147.6,0.7522,0.52393,1.59402,0.76962,0.76957,0.80246,0.64484,0.70914,0.48438,1.65721,0.00552025,0.00552025,0.00552025
183,17241.4,0.75366,0.52697,1.59462,0.77184,0.7672,0.80245,0.64466,0.70901,0.48424,1.65682,0.0054955,0.0054955,0.0054955
184,17334.5,0.75221,0.52616,1.5963,0.77221,0.7672,0.80247,0.64467,0.70865,0.48385,1.65667,0.00547075,0.00547075,0.00547075
185,17427.4,0.75151,0.52362,1.59549,0.77128,0.76857,0.80256,0.64483,0.70847,0.48359,1.65627,0.005446,0.005446,0.005446
186,17521.4,0.75303,0.52401,1.59896,0.77298,0.76776,0.80284,0.64499,0.70797,0.48341,1.65638,0.00542125,0.00542125,0.00542125
187,17616.8,0.75264,0.52702,1.58724,0.77337,0.76893,0.80307,0.64508,0.70763,0.48308,1.65619,0.0053965,0.0053965,0.0053965
188,17710.6,0.75055,0.52309,1.58937,0.77302,0.77021,0.80336,0.6452,0.70721,0.4828,1.65592,0.00537175,0.00537175,0.00537175
189,17804.7,0.74957,0.52267,1.59501,0.76997,0.77126,0.80368,0.64564,0.7068,0.48247,1.65598,0.005347,0.005347,0.005347
190,17899.1,0.75216,0.5241,1.58974,0.76897,0.77208,0.80347,0.64535,0.70619,0.48229,1.65606,0.00532225,0.00532225,0.00532225
191,17992.3,0.7492,0.52342,1.59094,0.76984,0.77105,0.80364,0.64567,0.70597,0.48207,1.65584,0.0052975,0.0052975,0.0052975
192,18086.4,0.7482,0.52107,1.59099,0.76916,0.77226,0.80397,0.64619,0.70561,0.48177,1.65543,0.00527275,0.00527275,0.00527275
193,18180.4,0.74814,0.52164,1.59754,0.76848,0.77321,0.80417,0.64635,0.7055,0.48139,1.65498,0.005248,0.005248,0.005248
194,18274.6,0.74825,0.51988,1.59235,0.76958,0.77256,0.80433,0.64688,0.70514,0.48086,1.65458,0.00522325,0.00522325,0.00522325
195,18368.5,0.74947,0.52259,1.58939,0.76689,0.77421,0.80433,0.64656,0.70473,0.48048,1.65431,0.0051985,0.0051985,0.0051985
196,18461.4,0.74523,0.518,1.58856,0.76702,0.77353,0.80454,0.64707,0.70444,0.48026,1.65407,0.00517375,0.00517375,0.00517375
197,18555.2,0.74828,0.52045,1.58592,0.76816,0.7738,0.80465,0.64735,0.70404,0.47981,1.65387,0.005149,0.005149,0.005149
198,18649,0.7464,0.51846,1.59033,0.76844,0.77355,0.80504,0.64788,0.70386,0.4796,1.6537,0.00512425,0.00512425,0.00512425
199,18742.7,0.74606,0.51672,1.58763,0.7697,0.77384,0.80534,0.64816,0.70353,0.47927,1.65343,0.0050995,0.0050995,0.0050995
200,18836.7,0.74781,0.52128,1.58748,0.76968,0.77364,0.80548,0.64806,0.7033,0.47893,1.65309,0.00507475,0.00507475,0.00507475
201,18929.7,0.74355,0.51774,1.59083,0.76886,0.77495,0.80561,0.64819,0.70302,0.47856,1.65303,0.00505,0.00505,0.00505
202,19023.7,0.74114,0.51371,1.58743,0.76918,0.77556,0.8058,0.64844,0.70269,0.47832,1.65282,0.00502525,0.00502525,0.00502525
203,19117.5,0.74435,0.51857,1.5869,0.76932,0.77461,0.80569,0.64817,0.70247,0.47827,1.65259,0.0050005,0.0050005,0.0050005
204,19210.6,0.74062,0.51409,1.5904,0.76834,0.77589,0.80586,0.64849,0.70207,0.47787,1.65248,0.00497575,0.00497575,0.00497575
205,19304.4,0.74118,0.5161,1.58848,0.76997,0.77553,0.80585,0.64847,0.70185,0.47776,1.65231,0.004951,0.004951,0.004951
206,19397.6,0.74276,0.51518,1.58294,0.76902,0.77624,0.80598,0.6486,0.70148,0.47744,1.65232,0.00492625,0.00492625,0.00492625
207,19491.5,0.74229,0.51627,1.58746,0.77213,0.77157,0.80617,0.64896,0.70113,0.47708,1.65214,0.0049015,0.0049015,0.0049015
208,19585.4,0.74098,0.51453,1.58818,0.77352,0.77222,0.80621,0.64905,0.70099,0.47695,1.65205,0.00487675,0.00487675,0.00487675
209,19679.4,0.73867,0.50998,1.5922,0.77311,0.77278,0.80652,0.64919,0.70067,0.4768,1.65212,0.004852,0.004852,0.004852
210,19773.4,0.74263,0.51486,1.5867,0.77218,0.77295,0.80655,0.64927,0.70051,0.47634,1.65204,0.00482725,0.00482725,0.00482725
211,19867.3,0.73996,0.5136,1.58786,0.7733,0.77181,0.8066,0.64931,0.70027,0.476,1.65203,0.0048025,0.0048025,0.0048025
212,19961.4,0.73916,0.51269,1.58692,0.77693,0.76803,0.80658,0.64943,0.69994,0.47569,1.65192,0.00477775,0.00477775,0.00477775
213,20055.2,0.73844,0.51159,1.58636,0.77657,0.77055,0.80657,0.64962,0.69973,0.47546,1.65177,0.004753,0.004753,0.004753
214,20149.2,0.74008,0.51025,1.58368,0.77839,0.76941,0.8066,0.64953,0.69936,0.47507,1.65162,0.00472825,0.00472825,0.00472825
215,20242.2,0.7417,0.51122,1.58921,0.776,0.77056,0.80643,0.64943,0.69905,0.47499,1.65146,0.0047035,0.0047035,0.0047035
216,20335.2,0.74076,0.51181,1.58827,0.77688,0.77039,0.80651,0.64909,0.69878,0.47467,1.65118,0.00467875,0.00467875,0.00467875
217,20428,0.7384,0.50958,1.5862,0.77785,0.76996,0.80702,0.64997,0.6985,0.4744,1.65089,0.004654,0.004654,0.004654
218,20522.5,0.73895,0.50954,1.58225,0.77883,0.76971,0.80732,0.6501,0.69822,0.4743,1.65091,0.00462925,0.00462925,0.00462925
219,20617.1,0.74023,0.51003,1.58201,0.77971,0.76939,0.80738,0.65024,0.69792,0.47404,1.6507,0.0046045,0.0046045,0.0046045
220,20711,0.73958,0.51186,1.58565,0.77735,0.77092,0.80774,0.65068,0.69762,0.47364,1.6504,0.00457975,0.00457975,0.00457975
221,20805,0.73759,0.51194,1.58527,0.77838,0.77033,0.80784,0.65107,0.6974,0.47344,1.65026,0.004555,0.004555,0.004555
222,20898.9,0.73688,0.5071,1.57658,0.78391,0.76722,0.80826,0.65131,0.6971,0.47312,1.65015,0.00453025,0.00453025,0.00453025
223,20992.7,0.73567,0.50571,1.58422,0.79007,0.76186,0.80849,0.65159,0.69696,0.47303,1.64978,0.0045055,0.0045055,0.0045055
224,21086.6,0.73721,0.50724,1.58142,0.78921,0.76239,0.8086,0.65145,0.69685,0.47283,1.6494,0.00448075,0.00448075,0.00448075
225,21180,0.73366,0.50671,1.58431,0.78253,0.76905,0.80884,0.65181,0.69656,0.47237,1.64927,0.004456,0.004456,0.004456
226,21275.2,0.73341,0.50703,1.58425,0.78296,0.76829,0.8089,0.65217,0.69638,0.47233,1.64913,0.00443125,0.00443125,0.00443125
227,21369.8,0.73657,0.5074,1.58007,0.78672,0.76473,0.80925,0.65195,0.69604,0.47208,1.64871,0.0044065,0.0044065,0.0044065
228,21462.9,0.73412,0.50439,1.5771,0.7879,0.7621,0.80907,0.65242,0.69577,0.47176,1.64843,0.00438175,0.00438175,0.00438175
229,21556.8,0.73326,0.50648,1.57152,0.79039,0.76075,0.80939,0.65278,0.69537,0.47159,1.64809,0.004357,0.004357,0.004357
230,21650.7,0.73184,0.50303,1.57488,0.79067,0.75992,0.8093,0.65234,0.6952,0.47131,1.64777,0.00433225,0.00433225,0.00433225
231,21744.6,0.7328,0.50584,1.58573,0.7926,0.75807,0.80922,0.65269,0.69492,0.47101,1.64766,0.0043075,0.0043075,0.0043075
232,21837.6,0.73183,0.50453,1.57929,0.79357,0.75881,0.80926,0.65277,0.69488,0.47077,1.64735,0.00428275,0.00428275,0.00428275
233,21930.6,0.73318,0.50366,1.58363,0.79381,0.75843,0.80906,0.65291,0.69465,0.4705,1.64715,0.004258,0.004258,0.004258
234,22024.7,0.73273,0.50141,1.58231,0.79372,0.75838,0.80892,0.65253,0.69445,0.47058,1.64721,0.00423325,0.00423325,0.00423325
235,22117.5,0.73033,0.50054,1.58704,0.79239,0.75887,0.80886,0.65241,0.69419,0.47044,1.64689,0.0042085,0.0042085,0.0042085
236,22210.7,0.72954,0.50156,1.57888,0.78788,0.76082,0.80879,0.65266,0.69384,0.47026,1.64678,0.00418375,0.00418375,0.00418375
237,22303.6,0.72938,0.49935,1.57994,0.77935,0.76726,0.80875,0.65285,0.69369,0.47019,1.64661,0.004159,0.004159,0.004159
238,22397.4,0.73045,0.50011,1.57929,0.77837,0.76783,0.80896,0.65282,0.69342,0.4698,1.64668,0.00413425,0.00413425,0.00413425
239,22490.4,0.72987,0.50138,1.58062,0.78483,0.76288,0.809,0.65295,0.69325,0.4697,1.64673,0.0041095,0.0041095,0.0041095
240,22584.2,0.72932,0.50082,1.57805,0.77949,0.76552,0.8093,0.65339,0.69305,0.46939,1.64641,0.00408475,0.00408475,0.00408475
241,22681.3,0.73003,0.49941,1.57352,0.77632,0.76785,0.80956,0.65381,0.69296,0.4693,1.64613,0.00406,0.00406,0.00406
242,22775.7,0.72817,0.49921,1.58035,0.77467,0.76838,0.80969,0.65404,0.6928,0.46899,1.64588,0.00403525,0.00403525,0.00403525
243,22869.8,0.72877,0.49879,1.57728,0.76848,0.77805,0.80947,0.65384,0.69271,0.4689,1.64568,0.0040105,0.0040105,0.0040105
244,22965.8,0.72869,0.4993,1.57557,0.76914,0.77869,0.80966,0.65419,0.69257,0.46869,1.64539,0.00398575,0.00398575,0.00398575
245,23060,0.72774,0.49996,1.57832,0.76432,0.78384,0.80974,0.65403,0.69255,0.46861,1.64497,0.003961,0.003961,0.003961
246,23153.7,0.72726,0.49725,1.57419,0.764,0.78393,0.80975,0.65422,0.69235,0.46838,1.64474,0.00393625,0.00393625,0.00393625
247,23248.9,0.72404,0.49496,1.57597,0.76435,0.78428,0.80987,0.65439,0.69236,0.46837,1.64472,0.0039115,0.0039115,0.0039115
248,23342.9,0.72664,0.49743,1.57655,0.76314,0.78525,0.8099,0.65416,0.69227,0.46805,1.64462,0.00388675,0.00388675,0.00388675
249,23436,0.72624,0.49657,1.57382,0.76472,0.7853,0.81007,0.65432,0.69205,0.46798,1.64456,0.003862,0.003862,0.003862
250,23528.9,0.72916,0.50057,1.57755,0.76437,0.78354,0.81007,0.65457,0.69178,0.46798,1.64445,0.00383725,0.00383725,0.00383725
251,23623.1,0.72716,0.49853,1.57846,0.76307,0.7851,0.8106,0.65489,0.69148,0.46778,1.64442,0.0038125,0.0038125,0.0038125
252,23717,0.7249,0.49477,1.56702,0.76965,0.77739,0.81068,0.65519,0.69132,0.46775,1.64457,0.00378775,0.00378775,0.00378775
253,23810.8,0.72403,0.49496,1.57778,0.76857,0.77908,0.8107,0.65512,0.69125,0.46758,1.64431,0.003763,0.003763,0.003763
254,23903.8,0.72304,0.49581,1.57215,0.7711,0.77522,0.8112,0.65555,0.69117,0.46731,1.64413,0.00373825,0.00373825,0.00373825
255,23997.5,0.72287,0.4923,1.5767,0.79125,0.75678,0.81155,0.65572,0.69104,0.46703,1.64399,0.0037135,0.0037135,0.0037135
256,24091.3,0.72661,0.49649,1.56723,0.79027,0.75977,0.81204,0.65598,0.69097,0.46672,1.64377,0.00368875,0.00368875,0.00368875
257,24185.2,0.72307,0.49345,1.57047,0.79115,0.75911,0.81249,0.65643,0.69077,0.46635,1.64355,0.003664,0.003664,0.003664
258,24279,0.72214,0.49215,1.57247,0.78973,0.75968,0.81264,0.65699,0.69074,0.46637,1.6434,0.00363925,0.00363925,0.00363925
259,24372.9,0.72407,0.49489,1.57147,0.78458,0.76305,0.81255,0.65724,0.69081,0.4661,1.64323,0.0036145,0.0036145,0.0036145
260,24466.7,0.7245,0.4945,1.56763,0.7846,0.76345,0.8129,0.65714,0.69082,0.46609,1.64314,0.00358975,0.00358975,0.00358975
261,24559.8,0.72156,0.49374,1.56624,0.78389,0.76367,0.81298,0.65734,0.69083,0.46593,1.64302,0.003565,0.003565,0.003565
262,24653.8,0.72524,0.4945,1.57538,0.78391,0.76251,0.813,0.65746,0.69075,0.46593,1.643,0.00354025,0.00354025,0.00354025
263,24747.8,0.71941,0.49051,1.56605,0.78454,0.76269,0.81317,0.65719,0.69078,0.46588,1.6429,0.0035155,0.0035155,0.0035155
264,24841.1,0.72066,0.49042,1.57316,0.78707,0.76016,0.81299,0.65742,0.69066,0.46584,1.64266,0.00349075,0.00349075,0.00349075
265,24935.5,0.71981,0.48981,1.57233,0.78722,0.76108,0.81322,0.65786,0.69061,0.46552,1.64241,0.003466,0.003466,0.003466
266,25030,0.72032,0.48906,1.56554,0.78693,0.76142,0.81333,0.65752,0.69071,0.46558,1.64214,0.00344125,0.00344125,0.00344125
267,25122.7,0.71578,0.48756,1.56563,0.7874,0.76094,0.81337,0.65805,0.69055,0.46534,1.64226,0.0034165,0.0034165,0.0034165
268,25218.9,0.71697,0.48743,1.56628,0.78862,0.75955,0.81364,0.65841,0.69038,0.4651,1.64225,0.00339175,0.00339175,0.00339175
269,25312.6,0.71949,0.49015,1.56732,0.78703,0.76099,0.81363,0.65814,0.69029,0.46494,1.64218,0.003367,0.003367,0.003367
270,25405.4,0.71833,0.48966,1.56684,0.78683,0.76201,0.81369,0.65831,0.69014,0.46489,1.64185,0.00334225,0.00334225,0.00334225
271,25498.4,0.71535,0.48608,1.56934,0.78633,0.76139,0.81388,0.65847,0.68984,0.4647,1.64186,0.0033175,0.0033175,0.0033175
272,25592.6,0.71946,0.4901,1.56541,0.79006,0.76016,0.81411,0.6589,0.68977,0.46458,1.64163,0.00329275,0.00329275,0.00329275
273,25686.5,0.72137,0.49053,1.56816,0.78529,0.76508,0.81444,0.65913,0.68971,0.46446,1.64153,0.003268,0.003268,0.003268
274,25781,0.7182,0.4871,1.56805,0.78372,0.7664,0.81452,0.65922,0.68974,0.46454,1.64135,0.00324325,0.00324325,0.00324325
275,25874.8,0.71574,0.4845,1.5676,0.77959,0.77073,0.81439,0.65875,0.68979,0.46453,1.64131,0.0032185,0.0032185,0.0032185
276,25968,0.71709,0.48629,1.56354,0.77624,0.77317,0.8145,0.65902,0.68971,0.46472,1.64121,0.00319375,0.00319375,0.00319375
277,26060.9,0.72013,0.4882,1.56704,0.77534,0.77597,0.815,0.65909,0.68961,0.46463,1.64087,0.003169,0.003169,0.003169
278,26153.9,0.71684,0.48643,1.56731,0.7737,0.77774,0.81521,0.65932,0.68966,0.46481,1.64063,0.00314425,0.00314425,0.00314425
279,26248.1,0.71642,0.48539,1.56279,0.77484,0.77558,0.81526,0.65969,0.68962,0.46489,1.64052,0.0031195,0.0031195,0.0031195
280,26344.4,0.71721,0.48582,1.56842,0.77496,0.77576,0.81523,0.65999,0.6896,0.4651,1.64059,0.00309475,0.00309475,0.00309475
281,26438.3,0.7147,0.48287,1.56764,0.77509,0.77648,0.81538,0.66032,0.68943,0.465,1.64045,0.00307,0.00307,0.00307
282,26532.3,0.71648,0.4856,1.56698,0.77941,0.77266,0.81559,0.66045,0.68937,0.46498,1.6403,0.00304525,0.00304525,0.00304525
283,26626.1,0.71492,0.48437,1.56425,0.77868,0.77536,0.81586,0.66082,0.68921,0.465,1.64049,0.0030205,0.0030205,0.0030205
284,26723.2,0.71155,0.4795,1.565,0.78981,0.7675,0.81621,0.66094,0.68911,0.46484,1.64048,0.00299575,0.00299575,0.00299575
285,26817,0.71619,0.48478,1.56476,0.79142,0.76613,0.81632,0.66147,0.68887,0.46469,1.64046,0.002971,0.002971,0.002971
286,26910.8,0.71441,0.4844,1.57218,0.79391,0.76323,0.8166,0.66141,0.68885,0.46482,1.64035,0.00294625,0.00294625,0.00294625
287,27004,0.71043,0.48044,1.56008,0.79574,0.75977,0.8168,0.66158,0.6887,0.46453,1.64056,0.0029215,0.0029215,0.0029215
288,27097.9,0.71031,0.47817,1.55779,0.79262,0.76466,0.81698,0.66175,0.68847,0.46448,1.64029,0.00289675,0.00289675,0.00289675
289,27192.1,0.71204,0.47966,1.56212,0.7936,0.76257,0.81725,0.66212,0.68857,0.46454,1.64025,0.002872,0.002872,0.002872
290,27287.3,0.7102,0.47915,1.56867,0.79521,0.75999,0.81716,0.66249,0.68851,0.46444,1.64011,0.00284725,0.00284725,0.00284725
291,27381.3,0.7124,0.48081,1.55867,0.79536,0.75949,0.8171,0.6623,0.68837,0.46442,1.64026,0.0028225,0.0028225,0.0028225
292,27474.6,0.71276,0.48028,1.56095,0.79448,0.76082,0.81678,0.66227,0.68841,0.46456,1.6402,0.00279775,0.00279775,0.00279775
293,27567.7,0.70887,0.47619,1.56147,0.79391,0.76123,0.81655,0.66163,0.68818,0.46451,1.64026,0.002773,0.002773,0.002773
294,27661,0.71043,0.4788,1.56217,0.7947,0.7622,0.81672,0.66191,0.68806,0.46461,1.64027,0.00274825,0.00274825,0.00274825
295,27754,0.71056,0.47886,1.56112,0.78766,0.7673,0.81679,0.66208,0.68783,0.4645,1.64017,0.0027235,0.0027235,0.0027235
296,27847,0.71068,0.47904,1.55288,0.78906,0.76684,0.81672,0.66202,0.68762,0.46432,1.64033,0.00269875,0.00269875,0.00269875
297,27939.8,0.70883,0.47719,1.55898,0.79229,0.76385,0.81675,0.66201,0.6876,0.46423,1.64046,0.002674,0.002674,0.002674
298,28033,0.70947,0.47784,1.55907,0.78872,0.76805,0.81677,0.66245,0.68769,0.46449,1.64022,0.00264925,0.00264925,0.00264925
299,28125.8,0.70655,0.47408,1.56094,0.79246,0.76455,0.8168,0.66239,0.68772,0.46468,1.64012,0.0026245,0.0026245,0.0026245
300,28218.7,0.70996,0.4794,1.55693,0.79226,0.76579,0.81701,0.66258,0.68762,0.4647,1.64011,0.00259975,0.00259975,0.00259975
301,28312.5,0.70697,0.47526,1.55762,0.79253,0.76479,0.8173,0.66293,0.68745,0.46464,1.64021,0.002575,0.002575,0.002575
302,28406.3,0.71014,0.47792,1.55893,0.79035,0.76512,0.81703,0.66265,0.68741,0.46488,1.64037,0.00255025,0.00255025,0.00255025
303,28500.8,0.70592,0.47426,1.5581,0.79502,0.76185,0.81718,0.66244,0.68748,0.46475,1.64035,0.0025255,0.0025255,0.0025255
304,28593.6,0.70702,0.47583,1.55988,0.79248,0.76315,0.81744,0.66311,0.68739,0.46459,1.64024,0.00250075,0.00250075,0.00250075
305,28691.5,0.70644,0.47389,1.55518,0.79293,0.76245,0.81736,0.66295,0.68731,0.46477,1.64047,0.002476,0.002476,0.002476
306,28784.4,0.70454,0.47448,1.55244,0.79299,0.76228,0.81733,0.66292,0.68723,0.46443,1.64045,0.00245125,0.00245125,0.00245125
307,28877.5,0.70468,0.47326,1.5549,0.79262,0.76218,0.81719,0.66272,0.68702,0.46446,1.6402,0.0024265,0.0024265,0.0024265
308,28970.4,0.70646,0.47337,1.55302,0.79543,0.76058,0.81738,0.66287,0.68692,0.46465,1.63995,0.00240175,0.00240175,0.00240175
309,29063.3,0.7047,0.47363,1.5561,0.79304,0.76237,0.8172,0.6627,0.68681,0.4648,1.63988,0.002377,0.002377,0.002377
310,29156.2,0.7058,0.47561,1.54992,0.79331,0.76201,0.81692,0.66261,0.68674,0.46468,1.63954,0.00235225,0.00235225,0.00235225
311,29250.4,0.70345,0.47277,1.55144,0.79688,0.75972,0.81678,0.66278,0.68662,0.46458,1.63957,0.0023275,0.0023275,0.0023275
312,29343.3,0.70617,0.47355,1.55633,0.7978,0.75963,0.81684,0.66286,0.68661,0.4646,1.63926,0.00230275,0.00230275,0.00230275
313,29436.4,0.70398,0.4713,1.54923,0.79752,0.75984,0.81698,0.66293,0.68674,0.46474,1.63888,0.002278,0.002278,0.002278
314,29529.4,0.70533,0.47111,1.55523,0.79827,0.76071,0.81729,0.66314,0.68673,0.46456,1.63881,0.00225325,0.00225325,0.00225325
315,29625.3,0.70355,0.4726,1.54716,0.79964,0.75976,0.8172,0.66297,0.68667,0.46464,1.63867,0.0022285,0.0022285,0.0022285
316,29719.3,0.69944,0.4664,1.55774,0.81795,0.74445,0.8173,0.66329,0.68646,0.46438,1.63863,0.00220375,0.00220375,0.00220375
317,29813.2,0.7039,0.46846,1.54976,0.79885,0.75858,0.81723,0.66331,0.68627,0.46427,1.63871,0.002179,0.002179,0.002179
318,29906.9,0.70339,0.46921,1.55696,0.81828,0.74619,0.81739,0.66371,0.68612,0.46406,1.63836,0.00215425,0.00215425,0.00215425
319,30003.2,0.70118,0.46914,1.54993,0.80571,0.7542,0.81756,0.66395,0.68598,0.46386,1.63813,0.0021295,0.0021295,0.0021295
320,30097.1,0.70127,0.46877,1.54837,0.79465,0.76106,0.81773,0.66395,0.68576,0.46374,1.63776,0.00210475,0.00210475,0.00210475
321,30190.9,0.69863,0.46776,1.55102,0.79073,0.7658,0.81803,0.66457,0.68586,0.46346,1.63735,0.00208,0.00208,0.00208
322,30287.5,0.69934,0.46749,1.54996,0.79143,0.76393,0.8181,0.66449,0.6858,0.4635,1.63734,0.00205525,0.00205525,0.00205525
323,30381.7,0.69985,0.46625,1.54809,0.7951,0.76185,0.81838,0.66444,0.68593,0.46334,1.63711,0.0020305,0.0020305,0.0020305
324,30475,0.69969,0.46773,1.54817,0.79514,0.76238,0.81836,0.66442,0.68592,0.46339,1.63698,0.00200575,0.00200575,0.00200575
325,30568,0.70349,0.46868,1.55146,0.79666,0.76199,0.81835,0.66503,0.68585,0.46319,1.63691,0.001981,0.001981,0.001981
326,30662,0.69503,0.46383,1.55564,0.79796,0.76242,0.81849,0.66482,0.68575,0.46311,1.63696,0.00195625,0.00195625,0.00195625
327,30754.9,0.69751,0.46339,1.54907,0.79664,0.76306,0.81881,0.6652,0.68556,0.46298,1.63681,0.0019315,0.0019315,0.0019315
328,30848.6,0.69814,0.46569,1.54916,0.79707,0.76237,0.81874,0.66533,0.68544,0.46267,1.63631,0.00190675,0.00190675,0.00190675
329,30942.6,0.69758,0.46463,1.54878,0.79643,0.76438,0.81871,0.6652,0.68531,0.46266,1.63612,0.001882,0.001882,0.001882
330,31035.8,0.69873,0.46468,1.54859,0.79383,0.76631,0.81843,0.66501,0.68526,0.46273,1.6359,0.00185725,0.00185725,0.00185725
331,31128.8,0.69825,0.46583,1.54738,0.79388,0.76675,0.81838,0.66504,0.68521,0.46267,1.63555,0.0018325,0.0018325,0.0018325
332,31223.2,0.69657,0.46292,1.54951,0.79468,0.76651,0.81852,0.66534,0.6851,0.46262,1.63549,0.00180775,0.00180775,0.00180775
333,31317.6,0.69794,0.4632,1.54915,0.79616,0.76627,0.81895,0.66541,0.68495,0.46252,1.63533,0.001783,0.001783,0.001783
334,31411.5,0.69846,0.46442,1.54963,0.78887,0.7751,0.81932,0.66609,0.68482,0.46232,1.63544,0.00175825,0.00175825,0.00175825
335,31505.4,0.69527,0.46186,1.55038,0.7916,0.77179,0.81936,0.66615,0.68453,0.46212,1.63542,0.0017335,0.0017335,0.0017335
336,31599.4,0.69535,0.46159,1.54732,0.79175,0.77074,0.81947,0.6664,0.68457,0.462,1.63529,0.00170875,0.00170875,0.00170875
337,31693.5,0.6943,0.46135,1.54224,0.80236,0.76157,0.81919,0.66617,0.68464,0.46213,1.6354,0.001684,0.001684,0.001684
338,31786.4,0.69582,0.46146,1.54797,0.80317,0.76059,0.81922,0.66631,0.68459,0.46204,1.63542,0.00165925,0.00165925,0.00165925
339,31883.7,0.6921,0.45758,1.54307,0.80487,0.76028,0.8192,0.66645,0.68465,0.46205,1.63531,0.0016345,0.0016345,0.0016345
340,31977.6,0.69376,0.45836,1.55343,0.80406,0.75978,0.81928,0.6665,0.68452,0.46195,1.63516,0.00160975,0.00160975,0.00160975
341,32075.4,0.69155,0.45738,1.54261,0.80074,0.76321,0.81941,0.66682,0.68438,0.46175,1.63502,0.001585,0.001585,0.001585
342,32169.6,0.69232,0.45986,1.54623,0.79926,0.76432,0.81966,0.66716,0.68434,0.46174,1.6347,0.00156025,0.00156025,0.00156025
343,32263.7,0.68995,0.45732,1.54423,0.80121,0.76357,0.81943,0.66653,0.68423,0.462,1.63491,0.0015355,0.0015355,0.0015355
344,32356.7,0.69506,0.4586,1.54833,0.80111,0.76285,0.81923,0.6663,0.68422,0.46202,1.6353,0.00151075,0.00151075,0.00151075
345,32450.8,0.6927,0.4593,1.54064,0.80268,0.76164,0.81914,0.66656,0.68431,0.46219,1.63528,0.001486,0.001486,0.001486
346,32543.7,0.69276,0.45885,1.54767,0.8045,0.75979,0.81889,0.66635,0.68431,0.46227,1.63569,0.00146125,0.00146125,0.00146125
347,32636.5,0.69015,0.45652,1.54303,0.79084,0.77162,0.81875,0.66588,0.68419,0.46249,1.6359,0.0014365,0.0014365,0.0014365
348,32732.1,0.6907,0.45675,1.53807,0.79048,0.77144,0.81894,0.66611,0.68412,0.46238,1.63594,0.00141175,0.00141175,0.00141175
349,32825.1,0.69086,0.45567,1.5444,0.79177,0.77071,0.81881,0.6663,0.68421,0.46256,1.63616,0.001387,0.001387,0.001387
350,32920.7,0.68815,0.45396,1.54174,0.78996,0.77083,0.81849,0.66597,0.6842,0.46277,1.63619,0.00136225,0.00136225,0.00136225
351,33015.6,0.69009,0.45583,1.54192,0.79189,0.76977,0.81853,0.66604,0.68423,0.46279,1.63631,0.0013375,0.0013375,0.0013375
352,33108.6,0.69026,0.45472,1.5466,0.79031,0.7703,0.81847,0.66625,0.6843,0.46263,1.63652,0.00131275,0.00131275,0.00131275
353,33201.6,0.68737,0.45233,1.54337,0.79455,0.76791,0.81838,0.66593,0.6844,0.46293,1.63687,0.001288,0.001288,0.001288
354,33294.7,0.68757,0.45326,1.5398,0.79489,0.76783,0.81844,0.66577,0.68433,0.46322,1.63673,0.00126325,0.00126325,0.00126325
355,33387.4,0.68873,0.45247,1.53798,0.79028,0.77133,0.81821,0.66576,0.68435,0.46321,1.63696,0.0012385,0.0012385,0.0012385
356,33480.3,0.68677,0.45117,1.54592,0.79387,0.76852,0.81819,0.66605,0.68427,0.46328,1.63713,0.00121375,0.00121375,0.00121375
357,33573.3,0.69093,0.45453,1.54248,0.7934,0.76894,0.81799,0.66592,0.68437,0.46356,1.63734,0.001189,0.001189,0.001189
358,33666.3,0.68437,0.45062,1.54433,0.80176,0.76107,0.81783,0.6656,0.68469,0.46379,1.63775,0.00116425,0.00116425,0.00116425
359,33759.3,0.68359,0.44973,1.53867,0.79536,0.7662,0.81778,0.66557,0.68462,0.46383,1.63811,0.0011395,0.0011395,0.0011395
360,33852.1,0.68692,0.45221,1.54485,0.80033,0.76266,0.8173,0.66507,0.68487,0.4641,1.63848,0.00111475,0.00111475,0.00111475
